question_id,question,expected,response,correct,gold_position
item_0096,Which luxury jewellery firm designed the 2024 Paris Olympic medals?,Chaumet,Chaumet,True,25
item_0096,Which luxury jewellery firm designed the 2024 Paris Olympic medals?,Chaumet,Chaumet,True,30
item_0097,Who was the refugee athlete that won the first-ever medal for the Refugee Olympic Team at the 2024 Olympics?,Cindy Ngamba,Cindy Ngamba,True,1
item_0097,Who was the refugee athlete that won the first-ever medal for the Refugee Olympic Team at the 2024 Olympics?,Cindy Ngamba,Cindy Ngamba,True,5
item_0097,Who was the refugee athlete that won the first-ever medal for the Refugee Olympic Team at the 2024 Olympics?,Cindy Ngamba,Cindy Ngamba,True,10
item_0097,Who was the refugee athlete that won the first-ever medal for the Refugee Olympic Team at the 2024 Olympics?,Cindy Ngamba,Cindy Ngamba,True,15
item_0097,Who was the refugee athlete that won the first-ever medal for the Refugee Olympic Team at the 2024 Olympics?,Cindy Ngamba,Cindy Ngamba,True,20
item_0097,Who was the refugee athlete that won the first-ever medal for the Refugee Olympic Team at the 2024 Olympics?,Cindy Ngamba,Cindy Ngamba,True,25
item_0097,Who was the refugee athlete that won the first-ever medal for the Refugee Olympic Team at the 2024 Olympics?,Cindy Ngamba,Cindy Ngamba,True,30
item_0098,Who directed the opening ceremony of the 2024 Paris Olympics?,Thomas Jolly,Thomas Jolly,True,1
item_0098,Who directed the opening ceremony of the 2024 Paris Olympics?,Thomas Jolly,Thomas Jolly,True,5
item_0098,Who directed the opening ceremony of the 2024 Paris Olympics?,Thomas Jolly,Thomas Jolly,True,10
item_0098,Who directed the opening ceremony of the 2024 Paris Olympics?,Thomas Jolly,Thomas Jolly,True,15
item_0098,Who directed the opening ceremony of the 2024 Paris Olympics?,Thomas Jolly,Thomas Jolly,True,20
item_0098,Who directed the opening ceremony of the 2024 Paris Olympics?,Thomas Jolly,Thomas Jolly,True,25
item_0098,Who directed the opening ceremony of the 2024 Paris Olympics?,Thomas Jolly,Thomas Jolly,True,30
item_0099,Which venue at the 2024 Paris Olympics served only plant-based food?,Place de la Concorde,The Place de la Concorde.,True,1
item_0099,Which venue at the 2024 Paris Olympics served only plant-based food?,Place de la Concorde,The Place de la Concorde.,True,5
item_0099,Which venue at the 2024 Paris Olympics served only plant-based food?,Place de la Concorde,The Place de la Concorde.,True,10
item_0099,Which venue at the 2024 Paris Olympics served only plant-based food?,Place de la Concorde,The Place de la Concorde.,True,15
item_0099,Which venue at the 2024 Paris Olympics served only plant-based food?,Place de la Concorde,The Place de la Concorde.,True,20
item_0099,Which venue at the 2024 Paris Olympics served only plant-based food?,Place de la Concorde,The Place de la Concorde.,True,25
item_0099,Which venue at the 2024 Paris Olympics served only plant-based food?,Place de la Concorde,The Place de la Concorde.,True,30
item_0100,Who produced the LA28 Handover Celebration portion of the 2024 Paris Olympics closing ceremony?,Ben Winston,Ben Winston and his studio Fulwell 73.,True,1
item_0100,Who produced the LA28 Handover Celebration portion of the 2024 Paris Olympics closing ceremony?,Ben Winston,Ben Winston and his studio Fulwell 73.,True,5
item_0100,Who produced the LA28 Handover Celebration portion of the 2024 Paris Olympics closing ceremony?,Ben Winston,Ben Winston and his studio Fulwell 73.,True,10
item_0100,Who produced the LA28 Handover Celebration portion of the 2024 Paris Olympics closing ceremony?,Ben Winston,Ben Winston and his studio Fulwell 73.,True,15
item_0100,Who produced the LA28 Handover Celebration portion of the 2024 Paris Olympics closing ceremony?,Ben Winston,Ben Winston and his studio Fulwell 73.,True,20
item_0100,Who produced the LA28 Handover Celebration portion of the 2024 Paris Olympics closing ceremony?,Ben Winston,Ben Winston and his studio Fulwell 73.,True,25
item_0100,Who produced the LA28 Handover Celebration portion of the 2024 Paris Olympics closing ceremony?,Ben Winston,Ben Winston and his studio Fulwell 73.,True,30
item_0101,How many terror plots targeting the 2024 Olympic and Paralympic Games did French authorities foil?,three,Three terror plots.,True,1
item_0101,How many terror plots targeting the 2024 Olympic and Paralympic Games did French authorities foil?,three,Three terror plots.,True,5
item_0101,How many terror plots targeting the 2024 Olympic and Paralympic Games did French authorities foil?,three,Three terror plots.,True,10
item_0101,How many terror plots targeting the 2024 Olympic and Paralympic Games did French authorities foil?,three,Three terror plots.,True,15
item_0101,How many terror plots targeting the 2024 Olympic and Paralympic Games did French authorities foil?,three,Three terror plots.,True,20
item_0101,How many terror plots targeting the 2024 Olympic and Paralympic Games did French authorities foil?,three,Three terror plots.,True,25
item_0101,How many terror plots targeting the 2024 Olympic and Paralympic Games did French authorities foil?,three,Three terror plots.,True,30
item_0102,Who designed the official Olympic poster for the 2024 Paris Games?,Ugo Gattoni,Ugo Gattoni,True,1
item_0102,Who designed the official Olympic poster for the 2024 Paris Games?,Ugo Gattoni,Ugo Gattoni,True,5
item_0102,Who designed the official Olympic poster for the 2024 Paris Games?,Ugo Gattoni,Ugo Gattoni,True,10
item_0102,Who designed the official Olympic poster for the 2024 Paris Games?,Ugo Gattoni,Ugo Gattoni,True,15
item_0102,Who designed the official Olympic poster for the 2024 Paris Games?,Ugo Gattoni,Ugo Gattoni,True,20
item_0102,Who designed the official Olympic poster for the 2024 Paris Games?,Ugo Gattoni,Ugo Gattoni,True,25
item_0102,Who designed the official Olympic poster for the 2024 Paris Games?,Ugo Gattoni,Ugo Gattoni,True,30
item_0103,Who won the Player of the Tournament award at UEFA Euro 2024?,Rodri,I don't know.,False,1
item_0103,Who won the Player of the Tournament award at UEFA Euro 2024?,Rodri,I don't know.,False,5
item_0103,Who won the Player of the Tournament award at UEFA Euro 2024?,Rodri,I don't know.,False,10
item_0103,Who won the Player of the Tournament award at UEFA Euro 2024?,Rodri,I don't know.,False,15
item_0103,Who won the Player of the Tournament award at UEFA Euro 2024?,Rodri,I don't know.,False,20
item_0103,Who won the Player of the Tournament award at UEFA Euro 2024?,Rodri,I don't know.,False,25
item_0103,Who won the Player of the Tournament award at UEFA Euro 2024?,Rodri,I don't know.,False,30
item_0104,Which team was the only debutant at UEFA Euro 2024?,Georgia,Georgia,True,1
item_0104,Which team was the only debutant at UEFA Euro 2024?,Georgia,Georgia,True,5
item_0104,Which team was the only debutant at UEFA Euro 2024?,Georgia,Georgia,True,10
item_0104,Which team was the only debutant at UEFA Euro 2024?,Georgia,Georgia,True,15
item_0104,Which team was the only debutant at UEFA Euro 2024?,Georgia,Georgia,True,20
item_0104,Which team was the only debutant at UEFA Euro 2024?,Georgia,Georgia,True,25
item_0104,Which team was the only debutant at UEFA Euro 2024?,Georgia,Georgia,True,30
item_0105,Who set the record for the fastest goal in European Championship history at Euro 2024?,Nedim Bajrami,Nedim Bajrami,True,1
item_0105,Who set the record for the fastest goal in European Championship history at Euro 2024?,Nedim Bajrami,Nedim Bajrami,True,5
item_0105,Who set the record for the fastest goal in European Championship history at Euro 2024?,Nedim Bajrami,Nedim Bajrami,True,10
item_0105,Who set the record for the fastest goal in European Championship history at Euro 2024?,Nedim Bajrami,Nedim Bajrami,True,15
item_0105,Who set the record for the fastest goal in European Championship history at Euro 2024?,Nedim Bajrami,Nedim Bajrami,True,20
item_0105,Who set the record for the fastest goal in European Championship history at Euro 2024?,Nedim Bajrami,Nedim Bajrami,True,25
item_0105,Who set the record for the fastest goal in European Championship history at Euro 2024?,Nedim Bajrami,Nedim Bajrami,True,30
item_0106,What was the name of the official match ball of UEFA Euro 2024?,Fussballliebe,Fussballliebe,True,1
item_0106,What was the name of the official match ball of UEFA Euro 2024?,Fussballliebe,Fussballliebe,True,5
item_0106,What was the name of the official match ball of UEFA Euro 2024?,Fussballliebe,Fussballliebe,True,10
item_0106,What was the name of the official match ball of UEFA Euro 2024?,Fussballliebe,Fussballliebe,True,15
item_0106,What was the name of the official match ball of UEFA Euro 2024?,Fussballliebe,Fussballliebe,True,20
item_0106,What was the name of the official match ball of UEFA Euro 2024?,Fussballliebe,Fussballliebe,True,25
item_0106,What was the name of the official match ball of UEFA Euro 2024?,Fussballliebe,Fussballliebe,True,30
item_0107,What was chosen as the Goal of the Tournament at Euro 2024?,Lamine Yamal's semi-final goal,Lamine Yamal's goal against France.,False,1
item_0107,What was chosen as the Goal of the Tournament at Euro 2024?,Lamine Yamal's semi-final goal,Lamine Yamal's semi-final goal against France.,True,5
item_0107,What was chosen as the Goal of the Tournament at Euro 2024?,Lamine Yamal's semi-final goal,Lamine Yamal's semi-final goal against France.,True,10
item_0107,What was chosen as the Goal of the Tournament at Euro 2024?,Lamine Yamal's semi-final goal,Lamine Yamal's semi-final goal against France.,True,15
item_0107,What was chosen as the Goal of the Tournament at Euro 2024?,Lamine Yamal's semi-final goal,Lamine Yamal's semi-final goal against France.,True,20
item_0107,What was chosen as the Goal of the Tournament at Euro 2024?,Lamine Yamal's semi-final goal,Lamine Yamal's goal against France.,False,25
item_0107,What was chosen as the Goal of the Tournament at Euro 2024?,Lamine Yamal's semi-final goal,Lamine Yamal's goal against France.,False,30
item_0108,Who became the oldest player to make an appearance at the European Championship during Euro 2024?,Pepe,Pepe,True,1
item_0108,Who became the oldest player to make an appearance at the European Championship during Euro 2024?,Pepe,Pepe,True,5
item_0108,Who became the oldest player to make an appearance at the European Championship during Euro 2024?,Pepe,Pepe,True,10
item_0108,Who became the oldest player to make an appearance at the European Championship during Euro 2024?,Pepe,Pepe,True,15
item_0108,Who became the oldest player to make an appearance at the European Championship during Euro 2024?,Pepe,Pepe,True,20
item_0108,Who became the oldest player to make an appearance at the European Championship during Euro 2024?,Pepe,Pepe,True,25
item_0108,Who became the oldest player to make an appearance at the European Championship during Euro 2024?,Pepe,Pepe,True,30
item_0109,What was the name of the official Euro 2024 mascot?,Albärt,Albärt,True,1
item_0109,What was the name of the official Euro 2024 mascot?,Albärt,Albärt,True,5
item_0109,What was the name of the official Euro 2024 mascot?,Albärt,Albärt,True,10
item_0109,What was the name of the official Euro 2024 mascot?,Albärt,Albärt,True,15
item_0109,What was the name of the official Euro 2024 mascot?,Albärt,Albärt,True,20
item_0109,What was the name of the official Euro 2024 mascot?,Albärt,Albärt,True,25
item_0109,What was the name of the official Euro 2024 mascot?,Albärt,Albärt,True,30
item_0110,Whose group stage goal against Georgia was voted the Fans' Goal of the Tournament at Euro 2024?,Mert Müldür,Mert Müldür,True,1
item_0110,Whose group stage goal against Georgia was voted the Fans' Goal of the Tournament at Euro 2024?,Mert Müldür,Mert Müldür,True,5
item_0110,Whose group stage goal against Georgia was voted the Fans' Goal of the Tournament at Euro 2024?,Mert Müldür,Mert Müldür,True,10
item_0110,Whose group stage goal against Georgia was voted the Fans' Goal of the Tournament at Euro 2024?,Mert Müldür,Mert Müldür,True,15
item_0110,Whose group stage goal against Georgia was voted the Fans' Goal of the Tournament at Euro 2024?,Mert Müldür,Mert Müldür,True,20
item_0110,Whose group stage goal against Georgia was voted the Fans' Goal of the Tournament at Euro 2024?,Mert Müldür,Mert Müldür,True,25
item_0110,Whose group stage goal against Georgia was voted the Fans' Goal of the Tournament at Euro 2024?,Mert Müldür,Mert Müldür,True,30
item_0111,Where was the final tournament draw for Euro 2024 held?,Elbphilharmonie in Hamburg,Elbphilharmonie in Hamburg.,True,1
item_0111,Where was the final tournament draw for Euro 2024 held?,Elbphilharmonie in Hamburg,Elbphilharmonie in Hamburg.,True,5
item_0111,Where was the final tournament draw for Euro 2024 held?,Elbphilharmonie in Hamburg,The final tournament draw for Euro 2024 was held at the Elbphilharmonie in Hamburg.,True,10
item_0111,Where was the final tournament draw for Euro 2024 held?,Elbphilharmonie in Hamburg,The final tournament draw for Euro 2024 was held at the Elbphilharmonie in Hamburg.,True,15
item_0111,Where was the final tournament draw for Euro 2024 held?,Elbphilharmonie in Hamburg,The final tournament draw for Euro 2024 was held at the Elbphilharmonie in Hamburg.,True,20
item_0111,Where was the final tournament draw for Euro 2024 held?,Elbphilharmonie in Hamburg,The final tournament draw for Euro 2024 was held at the Elbphilharmonie in Hamburg.,True,25
item_0111,Where was the final tournament draw for Euro 2024 held?,Elbphilharmonie in Hamburg,The final tournament draw for Euro 2024 was held at the Elbphilharmonie in Hamburg.,True,30
item_0112,Who replaced Kim Petras as a performer of the Euro 2024 official song?,Leony,Leony,True,1
item_0112,Who replaced Kim Petras as a performer of the Euro 2024 official song?,Leony,Leony,True,5
item_0112,Who replaced Kim Petras as a performer of the Euro 2024 official song?,Leony,Leony,True,10
item_0112,Who replaced Kim Petras as a performer of the Euro 2024 official song?,Leony,Leony,True,15
item_0112,Who replaced Kim Petras as a performer of the Euro 2024 official song?,Leony,Leony,True,20
item_0112,Who replaced Kim Petras as a performer of the Euro 2024 official song?,Leony,Leony,True,25
item_0112,Who replaced Kim Petras as a performer of the Euro 2024 official song?,Leony,Leony,True,30
item_0113,Who won the Golden Ball award at the 2024 FIFA Intercontinental Cup?,Vinícius Júnior,Vinícius Júnior,True,1
item_0113,Who won the Golden Ball award at the 2024 FIFA Intercontinental Cup?,Vinícius Júnior,Vinícius Júnior,True,5
item_0113,Who won the Golden Ball award at the 2024 FIFA Intercontinental Cup?,Vinícius Júnior,Vinícius Júnior,True,10
item_0113,Who won the Golden Ball award at the 2024 FIFA Intercontinental Cup?,Vinícius Júnior,Vinícius Júnior,True,15
item_0113,Who won the Golden Ball award at the 2024 FIFA Intercontinental Cup?,Vinícius Júnior,Vinícius Júnior,True,20
item_0113,Who won the Golden Ball award at the 2024 FIFA Intercontinental Cup?,Vinícius Júnior,Vinícius Júnior,True,25
item_0113,Who won the Golden Ball award at the 2024 FIFA Intercontinental Cup?,Vinícius Júnior,Vinícius Júnior,True,30
item_0114,Which club won the Intercontinental Cup final in the inaugural 2024 edition?,Real Madrid,I don't know.,False,1
item_0114,Which club won the Intercontinental Cup final in the inaugural 2024 edition?,Real Madrid,I don't know.,False,5
item_0114,Which club won the Intercontinental Cup final in the inaugural 2024 edition?,Real Madrid,I don't know.,False,10
item_0114,Which club won the Intercontinental Cup final in the inaugural 2024 edition?,Real Madrid,I don't know.,False,15
item_0114,Which club won the Intercontinental Cup final in the inaugural 2024 edition?,Real Madrid,I don't know.,False,20
item_0114,Which club won the Intercontinental Cup final in the inaugural 2024 edition?,Real Madrid,I don't know.,False,25
item_0114,Which club won the Intercontinental Cup final in the inaugural 2024 edition?,Real Madrid,I don't know.,False,30
item_0115,Which club won the Derby of the Americas at the 2024 FIFA Intercontinental Cup?,Pachuca,Pachuca,True,1
item_0115,Which club won the Derby of the Americas at the 2024 FIFA Intercontinental Cup?,Pachuca,I don't know.,False,5
item_0115,Which club won the Derby of the Americas at the 2024 FIFA Intercontinental Cup?,Pachuca,I don't know.,False,10
item_0115,Which club won the Derby of the Americas at the 2024 FIFA Intercontinental Cup?,Pachuca,I don't know.,False,15
item_0115,Which club won the Derby of the Americas at the 2024 FIFA Intercontinental Cup?,Pachuca,Pachuca,True,20
item_0115,Which club won the Derby of the Americas at the 2024 FIFA Intercontinental Cup?,Pachuca,Pachuca,True,25
item_0115,Which club won the Derby of the Americas at the 2024 FIFA Intercontinental Cup?,Pachuca,Pachuca,True,30
item_0116,Which club won the African-Asian-Pacific Cup at the 2024 FIFA Intercontinental Cup?,Al Ahly,Al Ahly,True,1
item_0116,Which club won the African-Asian-Pacific Cup at the 2024 FIFA Intercontinental Cup?,Al Ahly,I don't know.,False,5
item_0116,Which club won the African-Asian-Pacific Cup at the 2024 FIFA Intercontinental Cup?,Al Ahly,I don't know.,False,10
item_0116,Which club won the African-Asian-Pacific Cup at the 2024 FIFA Intercontinental Cup?,Al Ahly,Al Ahly,True,15
item_0116,Which club won the African-Asian-Pacific Cup at the 2024 FIFA Intercontinental Cup?,Al Ahly,Al Ahly,True,20
item_0116,Which club won the African-Asian-Pacific Cup at the 2024 FIFA Intercontinental Cup?,Al Ahly,Al Ahly,True,25
item_0116,Which club won the African-Asian-Pacific Cup at the 2024 FIFA Intercontinental Cup?,Al Ahly,Al Ahly,True,30
item_0117,In which city was the final of the 2024 FIFA Intercontinental Cup played?,"Lusail, Qatar",Qatar,True,1
item_0117,In which city was the final of the 2024 FIFA Intercontinental Cup played?,"Lusail, Qatar",I don't know.,False,5
item_0117,In which city was the final of the 2024 FIFA Intercontinental Cup played?,"Lusail, Qatar",I don't know.,False,10
item_0117,In which city was the final of the 2024 FIFA Intercontinental Cup played?,"Lusail, Qatar",I don't know.,False,15
item_0117,In which city was the final of the 2024 FIFA Intercontinental Cup played?,"Lusail, Qatar",I don't know.,False,20
item_0117,In which city was the final of the 2024 FIFA Intercontinental Cup played?,"Lusail, Qatar",I don't know.,False,25
item_0117,In which city was the final of the 2024 FIFA Intercontinental Cup played?,"Lusail, Qatar","Lusail, Qatar.",True,30
item_0118,On what date did the FIFA Council approve the details of the Intercontinental Cup format?,17 December 2023,17 December 2023,True,1
item_0118,On what date did the FIFA Council approve the details of the Intercontinental Cup format?,17 December 2023,17 December 2023,True,5
item_0118,On what date did the FIFA Council approve the details of the Intercontinental Cup format?,17 December 2023,17 December 2023,True,10
item_0118,On what date did the FIFA Council approve the details of the Intercontinental Cup format?,17 December 2023,17 December 2023,True,15
item_0118,On what date did the FIFA Council approve the details of the Intercontinental Cup format?,17 December 2023,I don't know.,False,20
item_0118,On what date did the FIFA Council approve the details of the Intercontinental Cup format?,17 December 2023,17 December 2023,True,25
item_0118,On what date did the FIFA Council approve the details of the Intercontinental Cup format?,17 December 2023,17 December 2023,True,30
item_0119,What was the second-round match between the CONCACAF and CONMEBOL representatives called?,FIFA Derby of the Americas,FIFA Derby of the Americas,True,1
item_0119,What was the second-round match between the CONCACAF and CONMEBOL representatives called?,FIFA Derby of the Americas,"The ""FIFA Derby of the Americas"".",True,5
item_0119,What was the second-round match between the CONCACAF and CONMEBOL representatives called?,FIFA Derby of the Americas,FIFA Derby of the Americas,True,10
item_0119,What was the second-round match between the CONCACAF and CONMEBOL representatives called?,FIFA Derby of the Americas,I don't know.,False,15
item_0119,What was the second-round match between the CONCACAF and CONMEBOL representatives called?,FIFA Derby of the Americas,The FIFA Derby of the Americas.,True,20
item_0119,What was the second-round match between the CONCACAF and CONMEBOL representatives called?,FIFA Derby of the Americas,I don't know.,False,25
item_0119,What was the second-round match between the CONCACAF and CONMEBOL representatives called?,FIFA Derby of the Americas,FIFA Derby of the Americas,True,30
item_0120,What was the name of the play-off match at the 2024 FIFA Intercontinental Cup?,FIFA Challenger Cup,I don't know.,False,1
item_0120,What was the name of the play-off match at the 2024 FIFA Intercontinental Cup?,FIFA Challenger Cup,I don't know.,False,5
item_0120,What was the name of the play-off match at the 2024 FIFA Intercontinental Cup?,FIFA Challenger Cup,I don't know.,False,10
item_0120,What was the name of the play-off match at the 2024 FIFA Intercontinental Cup?,FIFA Challenger Cup,I don't know.,False,15
item_0120,What was the name of the play-off match at the 2024 FIFA Intercontinental Cup?,FIFA Challenger Cup,I don't know.,False,20
item_0120,What was the name of the play-off match at the 2024 FIFA Intercontinental Cup?,FIFA Challenger Cup,I don't know.,False,25
item_0120,What was the name of the play-off match at the 2024 FIFA Intercontinental Cup?,FIFA Challenger Cup,I don't know.,False,30
item_0121,How many teams comprised the 2024 FIFA Intercontinental Cup tournament?,six,Six teams,True,1
item_0121,How many teams comprised the 2024 FIFA Intercontinental Cup tournament?,six,Six teams,True,5
item_0121,How many teams comprised the 2024 FIFA Intercontinental Cup tournament?,six,Six teams,True,10
item_0121,How many teams comprised the 2024 FIFA Intercontinental Cup tournament?,six,Six teams,True,15
item_0121,How many teams comprised the 2024 FIFA Intercontinental Cup tournament?,six,I don't know.,False,20
item_0121,How many teams comprised the 2024 FIFA Intercontinental Cup tournament?,six,Six teams,True,25
item_0121,How many teams comprised the 2024 FIFA Intercontinental Cup tournament?,six,Six teams,True,30
item_0122,Who won the 2025 Australian Open women's singles title?,Madison Keys,Madison Keys,True,1
item_0122,Who won the 2025 Australian Open women's singles title?,Madison Keys,I don't know.,False,5
item_0122,Who won the 2025 Australian Open women's singles title?,Madison Keys,Madison Keys,True,10
item_0122,Who won the 2025 Australian Open women's singles title?,Madison Keys,I don't know.,False,15
item_0122,Who won the 2025 Australian Open women's singles title?,Madison Keys,I don't know.,False,20
item_0122,Who won the 2025 Australian Open women's singles title?,Madison Keys,I don't know.,False,25
item_0122,Who won the 2025 Australian Open women's singles title?,Madison Keys,Madison Keys,True,30
item_0123,Who won the boys' singles title at the 2025 Australian Open?,Henry Bernet,I don't know.,False,1
item_0123,Who won the boys' singles title at the 2025 Australian Open?,Henry Bernet,I don't know.,False,5
item_0123,Who won the boys' singles title at the 2025 Australian Open?,Henry Bernet,I don't know.,False,10
item_0123,Who won the boys' singles title at the 2025 Australian Open?,Henry Bernet,I don't know.,False,15
item_0123,Who won the boys' singles title at the 2025 Australian Open?,Henry Bernet,I don't know.,False,20
item_0123,Who won the boys' singles title at the 2025 Australian Open?,Henry Bernet,I don't know.,False,25
item_0123,Who won the boys' singles title at the 2025 Australian Open?,Henry Bernet,I don't know.,False,30
item_0124,What was the total prize money for the 2025 Australian Open?,"A$96,500,000","A$96,500,000",True,1
item_0124,What was the total prize money for the 2025 Australian Open?,"A$96,500,000","A$96,500,000",True,5
item_0124,What was the total prize money for the 2025 Australian Open?,"A$96,500,000","The total prize money for the 2025 Australian Open was A$96,500,000.",True,10
item_0124,What was the total prize money for the 2025 Australian Open?,"A$96,500,000","A$96,500,000",True,15
item_0124,What was the total prize money for the 2025 Australian Open?,"A$96,500,000","A$96,500,000",True,20
item_0124,What was the total prize money for the 2025 Australian Open?,"A$96,500,000","A$96,500,000",True,25
item_0124,What was the total prize money for the 2025 Australian Open?,"A$96,500,000","A$96,500,000",True,30
item_0125,Who won the girls' singles title at the 2025 Australian Open?,Wakana Sonobe,I don't know.,False,1
item_0125,Who won the girls' singles title at the 2025 Australian Open?,Wakana Sonobe,I don't know.,False,5
item_0125,Who won the girls' singles title at the 2025 Australian Open?,Wakana Sonobe,I don't know.,False,10
item_0125,Who won the girls' singles title at the 2025 Australian Open?,Wakana Sonobe,I don't know.,False,15
item_0125,Who won the girls' singles title at the 2025 Australian Open?,Wakana Sonobe,I don't know.,False,20
item_0125,Who won the girls' singles title at the 2025 Australian Open?,Wakana Sonobe,I don't know.,False,25
item_0125,Who won the girls' singles title at the 2025 Australian Open?,Wakana Sonobe,I don't know.,False,30
item_0126,Who won the wheelchair men's singles title at the 2025 Australian Open?,Alfie Hewett,I don't know.,False,1
item_0126,Who won the wheelchair men's singles title at the 2025 Australian Open?,Alfie Hewett,I don't know.,False,5
item_0126,Who won the wheelchair men's singles title at the 2025 Australian Open?,Alfie Hewett,I don't know.,False,10
item_0126,Who won the wheelchair men's singles title at the 2025 Australian Open?,Alfie Hewett,I don't know.,False,15
item_0126,Who won the wheelchair men's singles title at the 2025 Australian Open?,Alfie Hewett,I don't know.,False,20
item_0126,Who won the wheelchair men's singles title at the 2025 Australian Open?,Alfie Hewett,I don't know.,False,25
item_0126,Who won the wheelchair men's singles title at the 2025 Australian Open?,Alfie Hewett,I don't know.,False,30
item_0127,Which Channel 9 presenter called Djokovic 'overrated' during the 2025 Australian Open?,Tony Jones,I don't know.,False,1
item_0127,Which Channel 9 presenter called Djokovic 'overrated' during the 2025 Australian Open?,Tony Jones,Tony Jones,True,5
item_0127,Which Channel 9 presenter called Djokovic 'overrated' during the 2025 Australian Open?,Tony Jones,Tony Jones,True,10
item_0127,Which Channel 9 presenter called Djokovic 'overrated' during the 2025 Australian Open?,Tony Jones,Tony Jones,True,15
item_0127,Which Channel 9 presenter called Djokovic 'overrated' during the 2025 Australian Open?,Tony Jones,Tony Jones,True,20
item_0127,Which Channel 9 presenter called Djokovic 'overrated' during the 2025 Australian Open?,Tony Jones,Tony Jones,True,25
item_0127,Which Channel 9 presenter called Djokovic 'overrated' during the 2025 Australian Open?,Tony Jones,Tony Jones,True,30
item_0128,Which sport was presented for the first time at the Australian Open in 2025?,pickleball,Pickleball,True,1
item_0128,Which sport was presented for the first time at the Australian Open in 2025?,pickleball,Pickleball,True,5
item_0128,Which sport was presented for the first time at the Australian Open in 2025?,pickleball,Pickleball,True,10
item_0128,Which sport was presented for the first time at the Australian Open in 2025?,pickleball,Pickleball,True,15
item_0128,Which sport was presented for the first time at the Australian Open in 2025?,pickleball,Pickleball,True,20
item_0128,Which sport was presented for the first time at the Australian Open in 2025?,pickleball,Pickleball,True,25
item_0128,Which sport was presented for the first time at the Australian Open in 2025?,pickleball,Pickleball,True,30
item_0129,Who defeated Learner Tien's conqueror Daniil Medvedev and then criticised on-court interview negativity at the 2025 Australian Open?,Ben Shelton,Ben Shelton,True,1
item_0129,Who defeated Learner Tien's conqueror Daniil Medvedev and then criticised on-court interview negativity at the 2025 Australian Open?,Ben Shelton,Ben Shelton,True,5
item_0129,Who defeated Learner Tien's conqueror Daniil Medvedev and then criticised on-court interview negativity at the 2025 Australian Open?,Ben Shelton,Ben Shelton,True,10
item_0129,Who defeated Learner Tien's conqueror Daniil Medvedev and then criticised on-court interview negativity at the 2025 Australian Open?,Ben Shelton,Ben Shelton,True,15
item_0129,Who defeated Learner Tien's conqueror Daniil Medvedev and then criticised on-court interview negativity at the 2025 Australian Open?,Ben Shelton,Ben Shelton,True,20
item_0129,Who defeated Learner Tien's conqueror Daniil Medvedev and then criticised on-court interview negativity at the 2025 Australian Open?,Ben Shelton,Ben Shelton,True,25
item_0129,Who defeated Learner Tien's conqueror Daniil Medvedev and then criticised on-court interview negativity at the 2025 Australian Open?,Ben Shelton,Ben Shelton,True,30
item_0130,Who won the ladies' singles title at the 2024 Wimbledon Championships?,Barbora Krejčíková,Barbora Krejčíková,True,1
item_0130,Who won the ladies' singles title at the 2024 Wimbledon Championships?,Barbora Krejčíková,Barbora Krejčíková,True,5
item_0130,Who won the ladies' singles title at the 2024 Wimbledon Championships?,Barbora Krejčíková,Barbora Krejčíková,True,10
item_0130,Who won the ladies' singles title at the 2024 Wimbledon Championships?,Barbora Krejčíková,Barbora Krejčíková,True,15
item_0130,Who won the ladies' singles title at the 2024 Wimbledon Championships?,Barbora Krejčíková,Barbora Krejčíková,True,20
item_0130,Who won the ladies' singles title at the 2024 Wimbledon Championships?,Barbora Krejčíková,Barbora Krejčíková,True,25
item_0130,Who won the ladies' singles title at the 2024 Wimbledon Championships?,Barbora Krejčíková,Barbora Krejčíková,True,30
item_0131,Which lucky loser became the first to reach the fourth round at Wimbledon since Dick Norman in 1995?,Giovanni Mpetshi Perricard,Giovanni Mpetshi Perricard,True,1
item_0131,Which lucky loser became the first to reach the fourth round at Wimbledon since Dick Norman in 1995?,Giovanni Mpetshi Perricard,Giovanni Mpetshi Perricard,True,5
item_0131,Which lucky loser became the first to reach the fourth round at Wimbledon since Dick Norman in 1995?,Giovanni Mpetshi Perricard,Giovanni Mpetshi Perricard,True,10
item_0131,Which lucky loser became the first to reach the fourth round at Wimbledon since Dick Norman in 1995?,Giovanni Mpetshi Perricard,Giovanni Mpetshi Perricard,True,15
item_0131,Which lucky loser became the first to reach the fourth round at Wimbledon since Dick Norman in 1995?,Giovanni Mpetshi Perricard,Giovanni Mpetshi Perricard,True,20
item_0131,Which lucky loser became the first to reach the fourth round at Wimbledon since Dick Norman in 1995?,Giovanni Mpetshi Perricard,Giovanni Mpetshi Perricard,True,25
item_0131,Which lucky loser became the first to reach the fourth round at Wimbledon since Dick Norman in 1995?,Giovanni Mpetshi Perricard,Giovanni Mpetshi Perricard,True,30
item_0132,Which defending Wimbledon women's singles champion lost in the first round in 2024?,Markéta Vondroušová,Markéta Vondroušová,True,1
item_0132,Which defending Wimbledon women's singles champion lost in the first round in 2024?,Markéta Vondroušová,Markéta Vondroušová,True,5
item_0132,Which defending Wimbledon women's singles champion lost in the first round in 2024?,Markéta Vondroušová,Markéta Vondroušová,True,10
item_0132,Which defending Wimbledon women's singles champion lost in the first round in 2024?,Markéta Vondroušová,Markéta Vondroušová,True,15
